nombre,kms,mins,delay,timestamp,direccion_origen,origen_lat,origen_lon,direccion_destino,destino_lat,destino_lon
D1,25.177,17.7,0.0,2020-01-16T13:28:58+01:00,San agustin del guadalix Madrid,40.67867,-3.61586,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
E1,28.429,25.333333333333332,0.0,2020-01-16T13:28:59+01:00,Colmenar viejo Madrid,40.65895,-3.76604,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
A1v,32.963,31.516666666666666,0.0,2020-01-16T13:28:59+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Alcala de henares Madrid,40.48166,-3.36414
B1v,7.715,10.35,0.0,2020-01-16T13:28:59+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777
C1v,22.025,25.883333333333333,0.0,2020-01-16T13:29:00+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376
D1v,26.254,20.266666666666666,0.0,2020-01-16T13:29:00+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,San agustin del guadalix Madrid,40.67867,-3.61586
E1v,23.712,23.166666666666668,0.0,2020-01-16T13:29:01+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Colmenar viejo Madrid,40.65895,-3.76604
A1,33.873,30.25,0.0,2020-01-16T13:39:01+01:00,Alcala de henares Madrid,40.48166,-3.36414,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
B1,8.407,9.416666666666666,0.0,2020-01-16T13:39:03+01:00,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
C1,25.564,24.283333333333335,0.0,2020-01-16T13:39:03+01:00,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
D1,25.177,17.733333333333334,0.0,2020-01-16T13:39:04+01:00,San agustin del guadalix Madrid,40.67867,-3.61586,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
E1,28.429,25.35,0.0,2020-01-16T13:39:04+01:00,Colmenar viejo Madrid,40.65895,-3.76604,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
A1v,32.963,31.483333333333334,0.0,2020-01-16T13:39:04+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Alcala de henares Madrid,40.48166,-3.36414
B1v,7.715,10.35,0.0,2020-01-16T13:39:05+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777
C1v,22.025,25.916666666666668,0.0,2020-01-16T13:39:05+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376
D1v,26.254,20.266666666666666,0.0,2020-01-16T13:39:06+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,San agustin del guadalix Madrid,40.67867,-3.61586
E1v,23.712,23.166666666666668,0.0,2020-01-16T13:39:06+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Colmenar viejo Madrid,40.65895,-3.76604
A1,33.178,30.366666666666667,0.0,2020-01-16T13:49:07+01:00,Alcala de henares Madrid,40.48166,-3.36414,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
B1,8.407,9.466666666666667,0.0,2020-01-16T13:49:07+01:00,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
C1,25.564,24.283333333333335,0.0,2020-01-16T13:49:08+01:00,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
D1,25.177,17.733333333333334,0.0,2020-01-16T13:49:08+01:00,San agustin del guadalix Madrid,40.67867,-3.61586,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
E1,28.429,25.35,0.0,2020-01-16T13:49:08+01:00,Colmenar viejo Madrid,40.65895,-3.76604,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
A1v,32.963,31.516666666666666,0.0,2020-01-16T13:49:09+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Alcala de henares Madrid,40.48166,-3.36414
B1v,7.715,10.35,0.0,2020-01-16T13:49:09+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777
C1v,22.025,25.983333333333334,0.0,2020-01-16T13:49:10+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376
D1v,26.254,20.266666666666666,0.0,2020-01-16T13:49:10+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,San agustin del guadalix Madrid,40.67867,-3.61586
E1v,23.712,23.166666666666668,0.0,2020-01-16T13:49:11+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Colmenar viejo Madrid,40.65895,-3.76604
A1,32.823,30.233333333333334,0.0,2020-01-16T13:59:11+01:00,Alcala de henares Madrid,40.48166,-3.36414,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
B1,8.407,9.516666666666667,0.0,2020-01-16T13:59:12+01:00,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
C1,25.564,24.316666666666666,0.0,2020-01-16T13:59:12+01:00,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
D1,25.177,17.75,0.0,2020-01-16T13:59:12+01:00,San agustin del guadalix Madrid,40.67867,-3.61586,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
E1,28.429,25.366666666666667,0.0,2020-01-16T13:59:13+01:00,Colmenar viejo Madrid,40.65895,-3.76604,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
A1v,32.963,31.533333333333335,0.0,2020-01-16T13:59:13+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Alcala de henares Madrid,40.48166,-3.36414
B1v,7.715,10.383333333333333,0.0,2020-01-16T13:59:13+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777
C1v,22.025,26.083333333333332,0.0,2020-01-16T13:59:14+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376
D1v,26.254,20.3,0.0,2020-01-16T13:59:15+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,San agustin del guadalix Madrid,40.67867,-3.61586
E1v,23.712,23.183333333333334,0.0,2020-01-16T13:59:15+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Colmenar viejo Madrid,40.65895,-3.76604
A1,32.823,30.283333333333335,0.0,2020-01-16T14:09:17+01:00,Alcala de henares Madrid,40.48166,-3.36414,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
B1,8.407,9.583333333333334,0.0,2020-01-16T14:09:17+01:00,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
C1,25.564,25.716666666666665,1.4,2020-01-16T14:09:17+01:00,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
D1,25.177,17.783333333333335,0.0,2020-01-16T14:09:18+01:00,San agustin del guadalix Madrid,40.67867,-3.61586,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
E1,28.429,25.416666666666668,0.0,2020-01-16T14:09:19+01:00,Colmenar viejo Madrid,40.65895,-3.76604,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
A1v,32.963,32.35,0.8333333333333334,2020-01-16T14:09:19+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Alcala de henares Madrid,40.48166,-3.36414
B1v,7.715,10.4,0.0,2020-01-16T14:09:20+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777
C1v,22.025,26.2,0.0,2020-01-16T14:09:20+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376
D1v,26.254,20.366666666666667,0.0,2020-01-16T14:09:21+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,San agustin del guadalix Madrid,40.67867,-3.61586
E1v,23.712,23.2,0.0,2020-01-16T14:09:21+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Colmenar viejo Madrid,40.65895,-3.76604
A1,33.178,30.416666666666668,0.0,2020-01-16T14:19:22+01:00,Alcala de henares Madrid,40.48166,-3.36414,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
B1,7.519,9.733333333333333,0.0,2020-01-16T14:19:24+01:00,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
C1,25.564,24.416666666666668,0.0,2020-01-16T14:19:25+01:00,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
D1,25.177,17.816666666666666,0.0,2020-01-16T14:19:25+01:00,San agustin del guadalix Madrid,40.67867,-3.61586,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
E1,24.379,25.833333333333332,0.0,2020-01-16T14:19:25+01:00,Colmenar viejo Madrid,40.65895,-3.76604,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
A1v,32.963,31.7,0.0,2020-01-16T14:19:26+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Alcala de henares Madrid,40.48166,-3.36414
B1v,7.715,10.45,0.0,2020-01-16T14:19:26+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777
C1v,22.025,26.366666666666667,0.0,2020-01-16T14:19:27+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376
D1v,26.254,20.4,0.0,2020-01-16T14:19:27+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,San agustin del guadalix Madrid,40.67867,-3.61586
E1v,23.712,23.216666666666665,0.0,2020-01-16T14:19:28+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Colmenar viejo Madrid,40.65895,-3.76604
A1,33.213,30.416666666666668,0.0,2020-01-16T14:51:49+01:00,Alcala de henares Madrid,40.48166,-3.36414,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
B1,7.519,9.933333333333334,0.0,2020-01-16T14:51:49+01:00,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
C1,25.564,24.566666666666666,0.0,2020-01-16T14:51:49+01:00,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
D1,25.177,17.95,0.0,2020-01-16T14:51:53+01:00,San agustin del guadalix Madrid,40.67867,-3.61586,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
E1,28.429,25.633333333333333,0.0,2020-01-16T14:51:53+01:00,Colmenar viejo Madrid,40.65895,-3.76604,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
A1v,32.963,31.916666666666668,0.0,2020-01-16T14:51:53+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Alcala de henares Madrid,40.48166,-3.36414
B1v,7.715,10.55,0.0,2020-01-16T14:51:54+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777
C1v,26.075,28.383333333333333,0.0,2020-01-16T14:51:54+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376
D1v,26.254,20.5,0.0,2020-01-16T14:51:55+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,San agustin del guadalix Madrid,40.67867,-3.61586
E1v,23.712,23.283333333333335,0.0,2020-01-16T14:51:55+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Colmenar viejo Madrid,40.65895,-3.76604
A1,33.213,30.5,0.0,2020-01-16T15:01:56+01:00,Alcala de henares Madrid,40.48166,-3.36414,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
B1,7.519,10.0,0.0,2020-01-16T15:01:56+01:00,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
C1,25.564,24.633333333333333,0.0,2020-01-16T15:01:57+01:00,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
D1,25.177,18.0,0.0,2020-01-16T15:01:57+01:00,San agustin del guadalix Madrid,40.67867,-3.61586,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
E1,28.429,25.75,0.0,2020-01-16T15:01:58+01:00,Colmenar viejo Madrid,40.65895,-3.76604,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
A1v,32.963,32.016666666666666,0.0,2020-01-16T15:01:58+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Alcala de henares Madrid,40.48166,-3.36414
B1v,7.715,10.583333333333334,0.0,2020-01-16T15:01:59+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777
C1v,22.025,28.283333333333335,1.3833333333333333,2020-01-16T15:01:59+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376
D1v,26.254,20.55,0.0,2020-01-16T15:02:00+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,San agustin del guadalix Madrid,40.67867,-3.61586
E1v,23.712,23.316666666666666,0.0,2020-01-16T15:02:00+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Colmenar viejo Madrid,40.65895,-3.76604
A1,33.213,30.55,0.0,2020-01-16T15:12:01+01:00,Alcala de henares Madrid,40.48166,-3.36414,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
B1,7.519,10.1,0.0,2020-01-16T15:12:01+01:00,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
C1,25.564,24.7,0.0,2020-01-16T15:12:02+01:00,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
D1,25.177,18.033333333333335,0.0,2020-01-16T15:12:02+01:00,San agustin del guadalix Madrid,40.67867,-3.61586,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
E1,28.429,25.833333333333332,0.0,2020-01-16T15:12:02+01:00,Colmenar viejo Madrid,40.65895,-3.76604,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
A1v,34.661,31.75,0.0,2020-01-16T15:12:03+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Alcala de henares Madrid,40.48166,-3.36414
B1v,7.715,10.65,0.0,2020-01-16T15:12:03+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777
C1v,22.025,27.95,0.7666666666666667,2020-01-16T15:12:04+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376
D1v,26.254,20.633333333333333,0.0,2020-01-16T15:12:04+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,San agustin del guadalix Madrid,40.67867,-3.61586
E1v,23.712,23.35,0.0,2020-01-16T15:12:05+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Colmenar viejo Madrid,40.65895,-3.76604
A1,33.213,30.616666666666667,0.0,2020-01-16T15:22:05+01:00,Alcala de henares Madrid,40.48166,-3.36414,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
B1,7.519,10.183333333333334,0.0,2020-01-16T15:22:06+01:00,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
C1,25.564,24.783333333333335,0.0,2020-01-16T15:22:07+01:00,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
D1,25.177,18.1,0.0,2020-01-16T15:22:07+01:00,San agustin del guadalix Madrid,40.67867,-3.61586,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
E1,28.429,25.966666666666665,0.0,2020-01-16T15:22:07+01:00,Colmenar viejo Madrid,40.65895,-3.76604,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
A1v,36.304,32.61666666666667,0.0,2020-01-16T15:22:08+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Alcala de henares Madrid,40.48166,-3.36414
B1v,7.715,10.716666666666667,0.0,2020-01-16T15:22:08+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777
C1v,22.025,29.683333333333334,2.5833333333333335,2020-01-16T15:22:08+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376
D1v,26.254,20.7,0.0,2020-01-16T15:22:10+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,San agustin del guadalix Madrid,40.67867,-3.61586
E1v,23.712,23.4,0.0,2020-01-16T15:22:10+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Colmenar viejo Madrid,40.65895,-3.76604
A1,33.213,31.216666666666665,0.6666666666666666,2020-01-16T15:32:11+01:00,Alcala de henares Madrid,40.48166,-3.36414,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
B1,7.519,10.3,0.0,2020-01-16T15:32:11+01:00,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
C1,25.564,24.85,0.0,2020-01-16T15:32:11+01:00,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
D1,25.177,18.183333333333334,0.0,2020-01-16T15:32:12+01:00,San agustin del guadalix Madrid,40.67867,-3.61586,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
E1,28.429,26.116666666666667,0.0,2020-01-16T15:32:12+01:00,Colmenar viejo Madrid,40.65895,-3.76604,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
A1v,36.304,32.78333333333333,0.0,2020-01-16T15:32:12+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Alcala de henares Madrid,40.48166,-3.36414
B1v,7.715,10.783333333333333,0.0,2020-01-16T15:32:13+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777
C1v,22.025,30.0,2.6166666666666667,2020-01-16T15:32:13+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376
D1v,26.254,20.75,0.0,2020-01-16T15:32:14+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,San agustin del guadalix Madrid,40.67867,-3.61586
E1v,23.712,23.483333333333334,0.0,2020-01-16T15:32:14+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Colmenar viejo Madrid,40.65895,-3.76604
A1,33.213,30.85,0.0,2020-01-16T15:42:15+01:00,Alcala de henares Madrid,40.48166,-3.36414,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
B1,7.519,10.416666666666666,0.0,2020-01-16T15:42:15+01:00,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
C1,25.564,24.966666666666665,0.0,2020-01-16T15:42:15+01:00,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
D1,25.177,18.25,0.0,2020-01-16T15:42:16+01:00,San agustin del guadalix Madrid,40.67867,-3.61586,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
E1,24.379,26.533333333333335,0.0,2020-01-16T15:42:16+01:00,Colmenar viejo Madrid,40.65895,-3.76604,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
A1v,34.661,32.5,0.0,2020-01-16T15:42:17+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Alcala de henares Madrid,40.48166,-3.36414
B1v,7.715,10.85,0.0,2020-01-16T15:42:17+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777
C1v,22.025,29.616666666666667,1.7333333333333334,2020-01-16T15:42:18+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376
D1v,26.254,20.85,0.0,2020-01-16T15:42:19+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,San agustin del guadalix Madrid,40.67867,-3.61586
E1v,23.712,23.533333333333335,0.0,2020-01-16T15:42:19+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Colmenar viejo Madrid,40.65895,-3.76604
A1,33.213,31.0,0.0,2020-01-16T15:52:20+01:00,Alcala de henares Madrid,40.48166,-3.36414,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
B1,7.529,11.083333333333334,0.0,2020-01-16T15:52:20+01:00,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
C1,25.564,25.116666666666667,0.0,2020-01-16T15:52:20+01:00,"Calle de Maqueda, 86, 28024 Madrid",40.39019,-3.76376,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
D1,25.192,19.066666666666666,0.0,2020-01-16T15:52:21+01:00,San agustin del guadalix Madrid,40.67867,-3.61586,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
E1,24.379,26.733333333333334,0.0,2020-01-16T15:52:21+01:00,Colmenar viejo Madrid,40.65895,-3.76604,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182
A1v,36.304,33.166666666666664,0.0,2020-01-16T15:52:22+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,Alcala de henares Madrid,40.48166,-3.36414
B1v,7.715,10.95,0.0,2020-01-16T15:52:22+01:00,"Calle Puerto de Somport, 9, Edificio Oxxeo, 28050 Madrid",40.49601,-3.67182,"Calle de Anabel Segura, 14, 28108 Alcobendas, Madrid",40.53333,-3.62777
